"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"1","bus_cur_opn","No","overall_owner_manager","AR",0.159750536,0.020619019,90,635
"2","bus_cur_opn","Yes","overall_owner_manager","AR",0.840249464,0.020619019,545,635
"3","bus_dig_rev","All","overall_owner_manager","AR",0.078743993,0.017178535,39,507
"4","bus_dig_rev","Between 0 and 25%","overall_owner_manager","AR",0.211509874,0.026046579,122,507
"5","bus_dig_rev","Between 25 and 50%","overall_owner_manager","AR",0.160163629,0.023391955,67,507
"6","bus_dig_rev","Between 50 and 75%","overall_owner_manager","AR",0.106951006,0.019711393,66,507
"7","bus_dig_rev","Between 75 and 100%","overall_owner_manager","AR",0.141745201,0.022245877,70,507
"8","bus_dig_rev","None","overall_owner_manager","AR",0.300886298,0.029252457,143,507
"9","bus_drv","All","overall_owner_manager","AR",0.060768453,0.014756263,28,537
"10","bus_drv","Between 0 and 25%","overall_owner_manager","AR",0.196369805,0.024536716,132,537
"11","bus_drv","Between 25 and 50%","overall_owner_manager","AR",0.191344002,0.024296309,83,537
"12","bus_drv","Between 50 and 75%","overall_owner_manager","AR",0.112265272,0.019499132,68,537
"13","bus_drv","Between 75 and 100%","overall_owner_manager","AR",0.15739151,0.02249337,76,537
"14","bus_drv","None","overall_owner_manager","AR",0.281860958,0.027788985,150,537
"15","bus_emp_btn_2","0 (Just me)","overall_owner_manager","AR",0.382756636,0.026636201,278,679
"16","bus_emp_btn_2","1","overall_owner_manager","AR",0.156029534,0.019886106,112,679
"17","bus_emp_btn_2","100 to 250","overall_owner_manager","AR",0.002711534,0.00284971,2,679
"18","bus_emp_btn_2","10 to 49","overall_owner_manager","AR",0.081730652,0.015012749,32,679
"19","bus_emp_btn_2","2 to 4","overall_owner_manager","AR",0.273026624,0.02441431,185,679
"20","bus_emp_btn_2","50 to 99","overall_owner_manager","AR",0.004341225,0.003602833,5,679
"21","bus_emp_btn_2","5 to 9","overall_owner_manager","AR",0.099403794,0.016396428,65,679
"22","bus_emp_chn","Decreased","overall_owner_manager","AR",0.330746282,0.026826598,194,622
"23","bus_emp_chn","Dont know","overall_owner_manager","AR",0.110370168,0.017867066,67,622
"24","bus_emp_chn","Increased","overall_owner_manager","AR",0.074437066,0.014966503,51,622
"25","bus_emp_chn","Stayed the same","overall_owner_manager","AR",0.484446484,0.028495908,310,622
"26","bus_fut_chl_cash_flow","Checked","overall_owner_manager","AR",0.219866523,0.026869857,112,494
"27","bus_fut_chl_cash_flow","Unchecked","overall_owner_manager","AR",0.780133477,0.026869857,382,494
"28","bus_fut_chl_finding_supplies","Checked","overall_owner_manager","AR",0.170161656,0.024379733,81,494
"29","bus_fut_chl_finding_supplies","Unchecked","overall_owner_manager","AR",0.829838344,0.024379733,413,494
"30","bus_fut_chl_getting_new_investors","Checked","overall_owner_manager","AR",0.138029366,0.022378621,61,494
"31","bus_fut_chl_getting_new_investors","Unchecked","overall_owner_manager","AR",0.861970634,0.022378621,433,494
"32","bus_fut_chl_getting_new_loans","Checked","overall_owner_manager","AR",0.177932626,0.024813204,79,494
"33","bus_fut_chl_getting_new_loans","Unchecked","overall_owner_manager","AR",0.822067374,0.024813204,415,494
"34","bus_fut_chl_government_or_health_authority_orders","Checked","overall_owner_manager","AR",0.192015185,0.025554696,90,494
"35","bus_fut_chl_government_or_health_authority_orders","Unchecked","overall_owner_manager","AR",0.807984815,0.025554696,404,494
"36","bus_fut_chl_inventory","Checked","overall_owner_manager","AR",0.096836391,0.019186858,44,494
"37","bus_fut_chl_inventory","Unchecked","overall_owner_manager","AR",0.903163609,0.019186858,450,494
"38","bus_fut_chl_lack_of_demand_no_customers","Checked","overall_owner_manager","AR",0.434284733,0.032157892,219,494
"39","bus_fut_chl_lack_of_demand_no_customers","Unchecked","overall_owner_manager","AR",0.565715267,0.032157892,275,494
"40","bus_fut_chl_lack_of_workers","Checked","overall_owner_manager","AR",0.097149967,0.019214562,40,494
"41","bus_fut_chl_lack_of_workers","Unchecked","overall_owner_manager","AR",0.902850033,0.019214562,454,494
"42","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","AR",0.17639702,0.024728964,86,494
"43","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","AR",0.82360298,0.024728964,408,494
"44","bus_fut_chl_no_challenges","Checked","overall_owner_manager","AR",0.137716728,0.022357316,69,494
"45","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","AR",0.862283272,0.022357316,425,494
"46","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","AR",0.057298464,0.015078562,23,494
"47","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","AR",0.942701536,0.015078562,471,494
"48","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","AR",0.201264961,0.026012782,102,494
"49","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","AR",0.798735039,0.026012782,392,494
"50","bus_mth_hir_alt_f","All","overall_owner_manager","AR",0.093298414,0.0169081,48,603
"51","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","AR",0.056335204,0.013403688,26,603
"52","bus_mth_hir_alt_f","Less than half","overall_owner_manager","AR",0.088418971,0.016504252,52,603
"53","bus_mth_hir_alt_f","More than half","overall_owner_manager","AR",0.016911748,0.007495765,15,603
"54","bus_mth_hir_alt_f","None","overall_owner_manager","AR",0.745035662,0.025336915,462,603
"55","bus_rol","Both own and manage a business","overall_owner_manager","AR",0.492784931,0.027397283,350,679
"56","bus_rol","Manage a business","overall_owner_manager","AR",0.113027213,0.017351194,71,679
"57","bus_rol","Own a business","overall_owner_manager","AR",0.394187855,0.026779553,258,679
"58","bus_sls_dif","Dont know","overall_owner_manager","AR",0.06087031,0.014368051,34,549
"59","bus_sls_dif","Higher than last year","overall_owner_manager","AR",0.269292403,0.026657301,140,549
"60","bus_sls_dif","Lower than last year","overall_owner_manager","AR",0.399258873,0.029430882,224,549
"61","bus_sls_dif","Same as last year","overall_owner_manager","AR",0.15948158,0.022001951,87,549
"62","bus_sls_dif","This business was not in operation last year","overall_owner_manager","AR",0.111096833,0.018884712,64,549
"63","bus_srv","12 months or more","overall_owner_manager","AR",0.282099399,0.02981442,156,479
"64","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","AR",0.023733906,0.010084673,13,479
"65","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","AR",0.045841885,0.013855894,21,479
"66","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","AR",0.073162105,0.017251947,39,479
"67","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","AR",0.09639567,0.019552894,43,479
"68","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","AR",0.07232333,0.017160528,37,479
"69","bus_srv","Less than 1 month","overall_owner_manager","AR",0.012530746,0.007369591,6,479
"70","bus_srv","Not sure","overall_owner_manager","AR",0.39391296,0.032371346,164,479
"71","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","AR",0.240483598,0.030243566,117,433
"72","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","AR",0.759516402,0.030243566,316,433
"73","chl_fin_debt_or_loans","Checked","overall_owner_manager","AR",0.245876788,0.030472045,114,433
"74","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","AR",0.754123212,0.030472045,319,433
"75","chl_fin_none_of_the_above","Checked","overall_owner_manager","AR",0.354267258,0.033846487,143,433
"76","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","AR",0.645732742,0.033846487,290,433
"77","chl_fin_rent_or_lease","Checked","overall_owner_manager","AR",0.226683228,0.029628529,101,433
"78","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","AR",0.773316772,0.029628529,332,433
"79","chl_fin_taxes","Checked","overall_owner_manager","AR",0.478948137,0.035351382,199,433
"80","chl_fin_taxes","Unchecked","overall_owner_manager","AR",0.521051863,0.035351382,234,433
"81","chl_fin_worker_benefits","Checked","overall_owner_manager","AR",0.140205957,0.024569829,54,433
"82","chl_fin_worker_benefits","Unchecked","overall_owner_manager","AR",0.859794043,0.024569829,379,433
"83","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","AR",0.067123872,0.017708108,18,433
"84","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","AR",0.932876128,0.017708108,415,433
"85","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","AR",0.190942948,0.027813975,83,433
"86","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","AR",0.809057052,0.027813975,350,433
"87","dem_age","20 to 29","overall_owner_manager","AR",0.180986047,0.021144629,95,676
"88","dem_age","30 to 39","overall_owner_manager","AR",0.325934547,0.025742345,210,676
"89","dem_age","40 to 49","overall_owner_manager","AR",0.228132486,0.023046067,194,676
"90","dem_age","50 to 59","overall_owner_manager","AR",0.131282949,0.018547065,114,676
"91","dem_age","60 to 69","overall_owner_manager","AR",0.059635179,0.013005628,36,676
"92","dem_age","70 or older","overall_owner_manager","AR",0.046166439,0.011524746,18,676
"93","dem_age","Less than 20","overall_owner_manager","AR",0.027862353,0.009038672,9,676
"94","dgt_use_advertising","Checked","overall_owner_manager","AR",0.681383608,0.029563878,360,514
"95","dgt_use_advertising","Unchecked","overall_owner_manager","AR",0.318616392,0.029563878,154,514
"96","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","AR",0.150766972,0.022703773,63,514
"97","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","AR",0.849233028,0.022703773,451,514
"98","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","AR",0.594781667,0.031149769,316,514
"99","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","AR",0.405218333,0.031149769,198,514
"100","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","AR",0.129397475,0.02129631,68,514
"101","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","AR",0.870602525,0.02129631,446,514
"102","dgt_use_hiring","Checked","overall_owner_manager","AR",0.0524912,0.014150324,28,514
"103","dgt_use_hiring","Unchecked","overall_owner_manager","AR",0.9475088,0.014150324,486,514
"104","dgt_use_none_of_the_above","Checked","overall_owner_manager","AR",0.093284924,0.018453241,43,514
"105","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","AR",0.906715076,0.018453241,471,514
"106","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","AR",0.427677233,0.031391356,222,514
"107","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","AR",0.572322767,0.031391356,292,514
"108","dig_perm","Don't know","overall_owner_manager","AR",0.216343308,0.027581443,91,471
"109","dig_perm","No","overall_owner_manager","AR",0.145403578,0.023612959,59,471
"110","dig_perm","Yes","overall_owner_manager","AR",0.638253114,0.032187052,321,471
"111","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","AR",0.242850989,0.028937483,101,467
"112","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","AR",0.757149011,0.028937483,366,467
"113","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","AR",0.373223446,0.032639309,164,467
"114","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","AR",0.626776554,0.032639309,303,467
"115","dig_use_increase_in_employment","Checked","overall_owner_manager","AR",0.058059537,0.015781513,32,467
"116","dig_use_increase_in_employment","Unchecked","overall_owner_manager","AR",0.941940463,0.015781513,435,467
"117","dig_use_increase_in_sales","Checked","overall_owner_manager","AR",0.393847372,0.032972745,178,467
"118","dig_use_increase_in_sales","Unchecked","overall_owner_manager","AR",0.606152628,0.032972745,289,467
"119","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","AR",0.155309799,0.02444265,71,467
"120","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","AR",0.844690201,0.02444265,396,467
"121","dig_use_no_impact","Checked","overall_owner_manager","AR",0.305002199,0.031070148,138,467
"122","dig_use_no_impact","Unchecked","overall_owner_manager","AR",0.694997801,0.031070148,329,467
"123","dig_use_something_not_listed_here","Checked","overall_owner_manager","AR",0.053346147,0.015165169,31,467
"124","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","AR",0.946653853,0.015165169,436,467
"125","emp_rhr","Don't know or prefer not to say","overall_owner_manager","AR",0.460817504,0.030602935,223,540
"126","emp_rhr","No","overall_owner_manager","AR",0.381596543,0.029824205,226,540
"127","emp_rhr","Yes","overall_owner_manager","AR",0.157585953,0.022369293,91,540
"128","frl_rhr","Don't know or prefer not to say","overall_owner_manager","AR",0.304010191,0.027578859,160,574
"129","frl_rhr","No","overall_owner_manager","AR",0.623434763,0.029050018,369,574
"130","frl_rhr","Yes","overall_owner_manager","AR",0.072555046,0.015552803,45,574
"131","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","AR",0.050142424,0.017743681,12,303
"132","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","AR",0.158482459,0.029691628,51,303
"133","ind_oth","Education","overall_owner_manager","AR",0.038847663,0.015710514,15,303
"134","ind_oth","Financial and insurance activities","overall_owner_manager","AR",0.027531935,0.01330356,8,303
"135","ind_oth","Human health and social work activities","overall_owner_manager","AR",0.071581794,0.020959694,19,303
"136","ind_oth","Other","overall_owner_manager","AR",0.360934545,0.039047993,104,303
"137","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","AR",0.09816355,0.024190834,36,303
"138","ind_oth","Professional, scientific, and technical services","overall_owner_manager","AR",0.129305718,0.027280576,45,303
"139","ind_oth","Real estate activities","overall_owner_manager","AR",0.065009913,0.020044956,13,303
"140","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","AR",0.015154756,0.006693976,13,663
"141","ind_top","Construction","overall_owner_manager","AR",0.06437728,0.013447526,39,663
"142","ind_top","Hotels, cafes and restaurants","overall_owner_manager","AR",0.047414433,0.011644826,34,663
"143","ind_top","Information and communication","overall_owner_manager","AR",0.077830256,0.014679301,66,663
"144","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","AR",0.017432914,0.007171199,13,663
"145","ind_top","Other","overall_owner_manager","AR",0.524350897,0.02736403,331,663
"146","ind_top","Transportation and storage","overall_owner_manager","AR",0.017436882,0.007172001,13,663
"147","ind_top","Wholesale and retail trade","overall_owner_manager","AR",0.236002582,0.023266445,154,663
"148","ind_trd","Other","overall_owner_manager","AR",0.11370887,0.035379238,16,151
"149","ind_trd","Retail trade","overall_owner_manager","AR",0.766080083,0.047177376,117,151
"150","ind_trd","Wholesale trade","overall_owner_manager","AR",0.120211046,0.036243033,18,151
"151","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","AR",0.157899616,0.02540415,51,444
"152","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","AR",0.842100384,0.02540415,393,444
"153","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","AR",0.267894432,0.030853248,121,444
"154","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","AR",0.732105568,0.030853248,323,444
"155","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","AR",0.115779275,0.022290918,36,444
"156","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","AR",0.884220725,0.022290918,408,444
"157","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","AR",0.129801985,0.023414339,55,444
"158","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","AR",0.870198015,0.023414339,389,444
"159","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","AR",0.197215481,0.027720572,72,444
"160","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","AR",0.802784519,0.027720572,372,444
"161","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","AR",0.318082547,0.032446512,127,444
"162","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Unchecked","overall_owner_manager","AR",0.681917453,0.032446512,317,444
"163","phys_chl_no_challenges","Checked","overall_owner_manager","AR",0.373169919,0.033694609,167,444
"164","phys_chl_no_challenges","Unchecked","overall_owner_manager","AR",0.626830081,0.033694609,277,444
"165","phys_plans","Use both in-person and digital business operations roughly equally","overall_owner_manager","AR",0.367962195,0.03441971,168,428
"166","phys_plans","Use mostly digital business operations","overall_owner_manager","AR",0.215440687,0.029343427,89,428
"167","phys_plans","Use mostly in-person business operations","overall_owner_manager","AR",0.120482663,0.02323371,67,428
"168","phys_plans","Use only digital business operations","overall_owner_manager","AR",0.127996887,0.023844751,47,428
"169","phys_plans","Use only in-person business operations","overall_owner_manager","AR",0.168117567,0.026691415,57,428
"170","sex","Female","overall_owner_manager","AR",0.413511374,0.028907044,253,597
"171","sex","Male","overall_owner_manager","AR",0.586488626,0.028907044,344,597
"172","wash_acc","A little important","overall_owner_manager","AR",0.129908717,0.023761005,66,433
"173","wash_acc","Important","overall_owner_manager","AR",0.177565733,0.027008062,87,433
"174","wash_acc","Not important at all","overall_owner_manager","AR",0.192346079,0.027855924,66,433
"175","wash_acc","Very important","overall_owner_manager","AR",0.500179471,0.035337288,214,433
"176","wash_gov_banking_institutions","Checked","overall_owner_manager","AR",0.235471493,0.031239356,104,403
"177","wash_gov_banking_institutions","Unchecked","overall_owner_manager","AR",0.764528507,0.031239356,299,403
"178","wash_gov_cell_phone_coverage","Checked","overall_owner_manager","AR",0.246073297,0.031712674,109,403
"179","wash_gov_cell_phone_coverage","Unchecked","overall_owner_manager","AR",0.753926703,0.031712674,294,403
"180","wash_gov_electricity_coverage","Checked","overall_owner_manager","AR",0.271738451,0.032753318,107,403
"181","wash_gov_electricity_coverage","Unchecked","overall_owner_manager","AR",0.728261549,0.032753318,296,403
"182","wash_gov_internet","Checked","overall_owner_manager","AR",0.476962692,0.036774316,210,403
"183","wash_gov_internet","Unchecked","overall_owner_manager","AR",0.523037308,0.036774316,193,403
"184","wash_gov_none_of_the_above","Checked","overall_owner_manager","AR",0.298105119,0.033678816,102,403
"185","wash_gov_none_of_the_above","Unchecked","overall_owner_manager","AR",0.701894881,0.033678816,301,403
"186","wash_gov_roads","Checked","overall_owner_manager","AR",0.252304812,0.031978723,106,403
"187","wash_gov_roads","Unchecked","overall_owner_manager","AR",0.747695188,0.031978723,297,403
"188","wash_gov_water_services","Checked","overall_owner_manager","AR",0.136849694,0.0253047,60,403
"189","wash_gov_water_services","Unchecked","overall_owner_manager","AR",0.863150306,0.0253047,343,403
"190","wash_imp_avaliability_of_water","Checked","overall_owner_manager","AR",0.17225468,0.027876303,64,406
"191","wash_imp_avaliability_of_water","Unchecked","overall_owner_manager","AR",0.82774532,0.027876303,342,406
"192","wash_imp_cleanliness_of_water","Checked","overall_owner_manager","AR",0.227158125,0.030932196,81,406
"193","wash_imp_cleanliness_of_water","Unchecked","overall_owner_manager","AR",0.772841875,0.030932196,325,406
"194","wash_imp_cost_of_water","Checked","overall_owner_manager","AR",0.172583287,0.027897341,77,406
"195","wash_imp_cost_of_water","Unchecked","overall_owner_manager","AR",0.827416713,0.027897341,329,406
"196","wash_imp_none_of_the_above","Checked","overall_owner_manager","AR",0.496001459,0.036911136,193,406
"197","wash_imp_none_of_the_above","Unchecked","overall_owner_manager","AR",0.503998541,0.036911136,213,406
"198","wash_imp_reliability_of_water","Checked","overall_owner_manager","AR",0.189370772,0.028924702,81,406
"199","wash_imp_reliability_of_water","Unchecked","overall_owner_manager","AR",0.810629228,0.028924702,325,406
"200","wash_int","No","overall_owner_manager","AR",0.53125787,0.036047842,238,419
"201","wash_int","Not applicable","overall_owner_manager","AR",0.315778188,0.033577558,101,419
"202","wash_int","Yes","overall_owner_manager","AR",0.152963941,0.026001899,80,419
"203","wash_iss_a_lot_of_time_spent_getting_water","Checked","overall_owner_manager","AR",0.00473536,0.0049791,2,416
"204","wash_iss_a_lot_of_time_spent_getting_water","Unchecked","overall_owner_manager","AR",0.99526464,0.0049791,414,416
"205","wash_iss_conflict_over_water_access","Checked","overall_owner_manager","AR",0.043463157,0.014788241,19,416
"206","wash_iss_conflict_over_water_access","Unchecked","overall_owner_manager","AR",0.956536843,0.014788241,397,416
"207","wash_iss_difficulty_accessing_location_of_water","Checked","overall_owner_manager","AR",0.011039447,0.007578237,5,416
"208","wash_iss_difficulty_accessing_location_of_water","Unchecked","overall_owner_manager","AR",0.988960553,0.007578237,411,416
"209","wash_iss_high_cost_of_water","Checked","overall_owner_manager","AR",0.128570339,0.024276809,64,416
"210","wash_iss_high_cost_of_water","Unchecked","overall_owner_manager","AR",0.871429661,0.024276809,352,416
"211","wash_iss_none_of_the_above","Checked","overall_owner_manager","AR",0.761013414,0.030930573,303,416
"212","wash_iss_none_of_the_above","Unchecked","overall_owner_manager","AR",0.238986586,0.030930573,113,416
"213","wash_iss_unclean_water","Checked","overall_owner_manager","AR",0.021091108,0.010421396,11,416
"214","wash_iss_unclean_water","Unchecked","overall_owner_manager","AR",0.978908892,0.010421396,405,416
"215","wash_iss_unreliable_water","Checked","overall_owner_manager","AR",0.118992427,0.023483051,49,416
"216","wash_iss_unreliable_water","Unchecked","overall_owner_manager","AR",0.881007573,0.023483051,367,416
"217","bus_cur_opn","No","overall_owner_manager","AU",0.230519404,0.018637883,195,940
"218","bus_cur_opn","Yes","overall_owner_manager","AU",0.769480596,0.018637883,745,940
"219","bus_dig_rev","All","overall_owner_manager","AU",0.179834046,0.018671272,139,788
"220","bus_dig_rev","Between 0 and 25%","overall_owner_manager","AU",0.174987339,0.018472288,131,788
"221","bus_dig_rev","Between 25 and 50%","overall_owner_manager","AU",0.050869779,0.010682672,56,788
"222","bus_dig_rev","Between 50 and 75%","overall_owner_manager","AU",0.085552319,0.013598231,58,788
"223","bus_dig_rev","Between 75 and 100%","overall_owner_manager","AU",0.153289921,0.017515044,132,788
"224","bus_dig_rev","None","overall_owner_manager","AU",0.355466597,0.023270686,272,788
"225","bus_drv","All","overall_owner_manager","AU",0.131825866,0.016144174,103,820
"226","bus_drv","Between 0 and 25%","overall_owner_manager","AU",0.214964749,0.019603801,168,820
"227","bus_drv","Between 25 and 50%","overall_owner_manager","AU",0.090213264,0.013671529,73,820
"228","bus_drv","Between 50 and 75%","overall_owner_manager","AU",0.081660725,0.013068336,75,820
"229","bus_drv","Between 75 and 100%","overall_owner_manager","AU",0.140851072,0.0166007,119,820
"230","bus_drv","None","overall_owner_manager","AU",0.340484324,0.022613782,282,820
"231","bus_emp_btn_2","0 (Just me)","overall_owner_manager","AU",0.338361377,0.020229845,359,1003
"232","bus_emp_btn_2","1","overall_owner_manager","AU",0.134543913,0.014589697,149,1003
"233","bus_emp_btn_2","100 to 250","overall_owner_manager","AU",0.004555197,0.002879081,7,1003
"234","bus_emp_btn_2","10 to 49","overall_owner_manager","AU",0.12425551,0.014103869,107,1003
"235","bus_emp_btn_2","2 to 4","overall_owner_manager","AU",0.247998491,0.018463992,240,1003
"236","bus_emp_btn_2","50 to 99","overall_owner_manager","AU",0.024940396,0.006667438,19,1003
"237","bus_emp_btn_2","5 to 9","overall_owner_manager","AU",0.125345115,0.014156758,122,1003
"238","bus_emp_chn","Decreased","overall_owner_manager","AU",0.287618766,0.020224511,249,925
"239","bus_emp_chn","Dont know","overall_owner_manager","AU",0.05077238,0.009808715,37,925
"240","bus_emp_chn","Increased","overall_owner_manager","AU",0.079199624,0.012065838,77,925
"241","bus_emp_chn","Stayed the same","overall_owner_manager","AU",0.58240923,0.022034477,562,925
"242","bus_fut_chl_cash_flow","Checked","overall_owner_manager","AU",0.474187113,0.025293136,343,718
"243","bus_fut_chl_cash_flow","Unchecked","overall_owner_manager","AU",0.525812887,0.025293136,375,718
"244","bus_fut_chl_finding_supplies","Checked","overall_owner_manager","AU",0.187401627,0.019766822,124,718
"245","bus_fut_chl_finding_supplies","Unchecked","overall_owner_manager","AU",0.812598373,0.019766822,594,718
"246","bus_fut_chl_getting_new_investors","Checked","overall_owner_manager","AU",0.056370929,0.011682625,36,718
"247","bus_fut_chl_getting_new_investors","Unchecked","overall_owner_manager","AU",0.943629071,0.011682625,682,718
"248","bus_fut_chl_getting_new_loans","Checked","overall_owner_manager","AU",0.091279712,0.014588628,47,718
"249","bus_fut_chl_getting_new_loans","Unchecked","overall_owner_manager","AU",0.908720288,0.014588628,671,718
"250","bus_fut_chl_government_or_health_authority_orders","Checked","overall_owner_manager","AU",0.32236082,0.023674596,231,718
"251","bus_fut_chl_government_or_health_authority_orders","Unchecked","overall_owner_manager","AU",0.67763918,0.023674596,487,718
"252","bus_fut_chl_inventory","Checked","overall_owner_manager","AU",0.10692326,0.015652823,81,718
"253","bus_fut_chl_inventory","Unchecked","overall_owner_manager","AU",0.89307674,0.015652823,637,718
"254","bus_fut_chl_lack_of_demand_no_customers","Checked","overall_owner_manager","AU",0.4120285,0.024931819,299,718
"255","bus_fut_chl_lack_of_demand_no_customers","Unchecked","overall_owner_manager","AU",0.5879715,0.024931819,419,718
"256","bus_fut_chl_lack_of_workers","Checked","overall_owner_manager","AU",0.154315708,0.018298749,89,718
"257","bus_fut_chl_lack_of_workers","Unchecked","overall_owner_manager","AU",0.845684292,0.018298749,629,718
"258","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","AU",0.197993772,0.02018491,142,718
"259","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","AU",0.802006228,0.02018491,576,718
"260","bus_fut_chl_no_challenges","Checked","overall_owner_manager","AU",0.106890719,0.015650726,80,718
"261","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","AU",0.893109281,0.015650726,638,718
"262","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","AU",0.073918205,0.01325295,56,718
"263","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","AU",0.926081795,0.01325295,662,718
"264","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","AU",0.149106791,0.018042571,94,718
"265","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","AU",0.850893209,0.018042571,624,718
"266","bus_mth_hir_alt_f","All","overall_owner_manager","AU",0.061706936,0.010873056,53,907
"267","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","AU",0.017956318,0.006000527,21,907
"268","bus_mth_hir_alt_f","Less than half","overall_owner_manager","AU",0.16045235,0.016584832,146,907
"269","bus_mth_hir_alt_f","More than half","overall_owner_manager","AU",0.053928676,0.010206743,36,907
"270","bus_mth_hir_alt_f","None","overall_owner_manager","AU",0.70595572,0.020587825,651,907
"271","bus_rol","Both own and manage a business","overall_owner_manager","AU",0.535842447,0.02132274,550,1003
"272","bus_rol","Manage a business","overall_owner_manager","AU",0.141378298,0.014896493,108,1003
"273","bus_rol","Own a business","overall_owner_manager","AU",0.322779255,0.019989856,345,1003
"274","bus_sls_dif","Dont know","overall_owner_manager","AU",0.081227183,0.012833528,59,846
"275","bus_sls_dif","Higher than last year","overall_owner_manager","AU",0.190509834,0.018448275,162,846
"276","bus_sls_dif","Lower than last year","overall_owner_manager","AU",0.478904391,0.023467909,395,846
"277","bus_sls_dif","Same as last year","overall_owner_manager","AU",0.139944434,0.016297926,137,846
"278","bus_sls_dif","This business was not in operation last year","overall_owner_manager","AU",0.109414158,0.014664455,93,846
